,magic_pearson_score,magic_spearman_score,magic_slope_0_to_0.75,magic_slope_0.75_to_1,direction,log2fc
H3F3B,0.4747194115907568,0.45703975356334264,0.060792942886201545,0.12140144056806,up,0.9978097768576076
NCEH1,0.38784013300630443,0.38751523384367453,0.03396446503061009,0.06878607119514478,up,1.0180903259279672
PPP3CB,0.3369015971649932,0.334294877846995,0.03221410042937814,0.06542440243603515,up,1.0221365338267
CD44,0.5368491851076587,0.5406489456507063,0.044279754458351535,0.0924127460751789,up,1.061444627756645
TLN2,0.3826576288165792,0.3717154453241233,0.03325457166680489,0.0699992179467344,up,1.0737861153921469
C6orf62,0.439786224463079,0.4327322098348975,0.03254738050355602,0.06889441702027752,up,1.081845640071836
LYRM4,0.5939383683362934,0.5942617371319973,0.029438513991568827,0.06252173896248314,up,1.0866530572918431
TRERF1,0.710969974284204,0.6993998777955361,0.037210021971034166,0.07971751898613191,up,1.0992055681839976
TCP11L1,0.33036146511118086,0.306593879466139,0.023682811212677228,0.050779898582534885,up,1.1004171707719757
PKN1,0.614455430745466,0.6246289089937906,0.04790104149052929,0.10415920190039081,up,1.1206613700122914
PXDN,0.4776071867536659,0.5049615520051063,0.042557980382919816,0.09297131555801529,up,1.1273559817231482
SNHG14,0.362375272852569,0.4033300163795198,0.026527872331736962,0.05824536070533683,up,1.1346341735663001
NABP1,0.4926932973948591,0.47434983043835793,0.024435443009714237,0.053898255937290224,up,1.1412633297973882
CC2D2A,0.30316467760887744,0.3057288463629849,0.031503957064842936,-0.06961998297047473,up,1.1439684109915347
TPM4,0.3807856225374516,0.35909891512985437,0.06157848557820956,0.13831513135933657,up,1.167460700448234
UBE2K,0.37802064249327205,0.38754875007901896,0.03654328018339221,0.08220689334965692,up,1.1696532358557157
TARDBP,0.4580645391205258,0.46966321761507474,0.02340235396653207,0.05275055565051132,up,1.1725326374964835
AC023282.1,0.5390467526715177,0.5283845198253372,0.030738824138374515,0.06939056891525866,up,1.1746776167955135
COL1A1,0.6981365083191765,0.6938680090952524,0.03613427133722185,0.08224835614218115,up,1.1866190426545655
DCAF10,0.3643913675110759,0.35205286851107065,0.023638792637122888,0.053891971785294944,up,1.1889140215967196
EIF1,0.526622390933983,0.5165710719066626,0.04285089093691618,0.098537812272233,up,1.201352240886672
GSK3B,0.35680406815336174,0.31386743203380013,0.054332815842334514,-0.12613606035742517,up,1.2150850560285003
SAT2,0.3427866514859846,0.3136848200587036,0.02113515643102266,-0.05026843054984844,up,1.2500078563370451
DSEL,0.5958255679762731,0.5811976838715208,0.02125786044661769,0.05066048756388465,up,1.2528645614920495
GPAM,0.5325714023274344,0.5360010536198742,0.03229424651972797,0.07716560907543775,up,1.2566808549039512
YAP1,0.37683997133403013,0.3674330715758357,0.05271563838096224,0.12637517040564872,up,1.2614101236718676
TMEM158,0.5018071793098892,0.45680046150030096,0.023863756135777927,-0.0574131340565013,up,1.2665596713722793
TTC3,0.3605426472050427,0.31921437223240334,0.041276105603461066,-0.0999165814390204,up,1.2754172581589576
REXO2,0.30927764661997575,0.31142546804501714,0.021006352815705134,0.05091813928917314,up,1.2773540007061315
PLS3,0.4783180681809031,0.4640096911558424,0.023745030089798377,0.057909771582085115,up,1.2861812219207407
ASB7,0.3849492991162636,0.34713464015215745,0.022190483560761167,-0.05422026384393449,up,1.2888910274021927
IL15,0.3563772175871388,0.3091957688864234,0.021397395212951118,-0.052431368453582754,up,1.2929950180344933
MAF,0.47378189685358085,0.4698852854690268,0.03918437489393233,0.0964651078213698,up,1.2997287207630892
C5orf15,0.571842417520875,0.5738594469178964,0.02445643747058197,0.06023420279219327,up,1.3003686611652532
CHMP1B,0.6111985853517523,0.621737319429665,0.029894782438919718,0.07373732723233274,up,1.3025014121653933
EPC1,0.38954693660832973,0.4011755834643885,0.022272249992719633,0.05527929429773356,up,1.3114918884401372
TNFRSF12A,0.32892985676392283,0.34753205807553583,0.047697165740967024,0.11838542127548031,up,1.3115159832496597
ZNF106,0.4395765601588281,0.4047460328814887,0.05004296909686973,-0.12502741144833285,up,1.3210051374660123
INTU,0.500316253172128,0.4931102231619959,0.025319220563691704,0.06354451556860863,up,1.3275346207793823
PPDPF,0.3746698824026865,0.35098492419134514,0.038182021305907206,-0.09594368847626028,up,1.3292944246924683
WSB1,0.45536513524680017,0.4568505191986628,0.026487500736556355,0.06683939912362026,up,1.3353870411254354
SLC16A3,0.6343709079472433,0.6175859534198999,0.02986143768034877,0.0764446320518547,up,1.3561315732157486
ANXA4,0.36684025544214877,0.3733054523844054,0.02319866205503587,0.0594831999489408,up,1.3584406578045258
ANTXR1,0.6059802447188765,0.5918738614004835,0.0337594884763353,0.08667299419715847,up,1.3602895001927262
MXI1,0.5725066071370469,0.5600503350819402,0.021957758315811992,0.05645655773121893,up,1.362410391448076
FTX,0.7902943546922039,0.7872513015741067,0.08252441051257832,0.21338169154213785,up,1.3705435629960623
TMEM43,0.5048386731956583,0.4976154613265562,0.022702650691299276,-0.059150960321752794,up,1.3815408390906532
MBTPS1,0.36925016241254277,0.31617538961707875,0.02870850762839433,-0.07508979895625804,up,1.387138593102298
TRIM33,0.2622993357037461,0.3041288809235465,0.022640929799329784,0.059509858859124375,up,1.3941954893182378
MIR100HG,0.620101874615365,0.6366865691812654,0.04280105570823773,0.11308125501911344,up,1.4016415130211968
USP9X,0.30783747578116805,0.3026178253809532,0.020628832461938477,0.05496469618574313,up,1.4138431025794747
IPO5,0.3175742847909762,0.329500336986952,0.02263652401144953,0.06045590847287682,up,1.4172309039665232
TAGLN,0.5371673452832891,0.5662846570495005,0.16236769433219433,0.4344986650546279,up,1.4200871308759904
KIF1C,0.6363187837312793,0.6336577846658388,0.025173665798696104,0.06762387103060721,up,1.4256172859922736
PAFAH1B2,0.3497781106645991,0.3297967178417402,0.020583537959099757,0.05543593260648559,up,1.4293304310675863
ZMYM2,0.34242359040830844,0.402795317360325,0.027697326154534168,0.07504030703712236,up,1.4379190227876437
CCDC6,0.5090506371969069,0.5117328560170996,0.03062300052614654,0.08373775125760949,up,1.4512625266175596
GNPDA1,0.4376381031506968,0.3929301058506024,0.03363538748635522,-0.09242290980998172,up,1.4582706331175355
RERE,0.42707917445251903,0.42441314404807573,0.02633053372592305,0.07451189078009741,up,1.5007339071249737
MGST1,0.5885699315357832,0.5893378240804932,0.05498777276289646,0.15645632661973213,up,1.508577240323076
VAPA,0.3434523581270762,0.32567923128247594,0.0506442385458701,0.14438626939749086,up,1.5114634959923083
STK38L,0.45422695655339046,0.4452515640695501,0.020644106321574082,0.05944342212511959,up,1.525787207484846
MOSPD2,0.5460857509576582,0.546296925511031,0.019665911394087892,0.05708558589538023,up,1.5374294633443228
MICOS13,0.43828196876080217,0.42524312395489405,0.02360600830691761,-0.06862427012224578,up,1.5395647923782498
SLC25A3,0.7126608731388002,0.6875942520184092,0.02935252758215914,0.0860543963769345,up,1.5517641581299695
GOSR1,0.41981733109568276,0.4276739549732658,0.024686297515736866,0.07357702685503151,up,1.5755449048421588
NREP,0.529648701046699,0.5876432563671291,0.06032225937635675,0.1801818617182683,up,1.5786914163451449
BASP1,0.32718262696317435,0.33100591182292693,0.036678640534303954,0.11015630003323634,up,1.5865399350235183
LAMB2,0.5722165398150054,0.545297517247822,0.021809990225987428,0.06567051105957113,up,1.5902565591486084
ADH5,0.38815291424375986,0.37759446585969586,0.018285573773480356,0.055338094109237596,up,1.5975670602015313
PFN1,0.6063947461761378,0.6376867461962618,0.04554058090701975,0.13994189723742506,up,1.619603356530673
NOX4,0.4796713018195852,0.4768160068277033,0.021739594227636626,0.06701330443574738,up,1.6241225358509372
COL4A5,0.44027465330435167,0.4219682459849242,0.023616583538544445,0.07326748876322262,up,1.633372893996151
PHLDB1,0.5330311777483562,0.5403317721698392,0.02845030769223628,0.0884215417434395,up,1.6359536342845067
