,magic_pearson_score,magic_spearman_score,magic_slope_0_to_0.75,magic_slope_0.75_to_1,direction,log2fc
MTREX,-0.4780336520924698,-0.4738940160351058,-0.003249185288856308,-0.12710745586441854,down,5.28982683064869
ECHS1,-0.41020423171684983,-0.40077633413410324,-0.0033732592755216172,-0.13574908511907072,down,5.330655453721436
LYPLAL1,-0.5003298501910916,-0.507505908308638,0.006491692403267008,-0.26460587942350755,down,5.349106665689225
SORT1,-0.42204837119315786,-0.4201341046994669,-0.0054530751529251985,-0.22447297791257892,down,5.363327934911256
LUC7L2,-0.37479306948390817,-0.3710854466982807,0.003504973261546569,-0.14505470407358,down,5.371049833803543
ITFG1,-0.38827285095572217,-0.39021320579264296,0.003589337353538025,-0.15118484382332187,down,5.396452182291033
SNRPN,-0.35717694876335837,-0.37631297916655587,-0.00292604247773148,-0.12513191626596967,down,5.418355287972149
MFSD14C,-0.46948060207937076,-0.45938627896851997,0.002921616649952792,-0.1311843293405171,down,5.488684690288458
PEAK1,-0.3927094283528735,-0.3969793355312323,-0.0034308963098805957,-0.15892821377581604,down,5.533645927275624
TNFRSF10B,-0.46545151147250186,-0.4590492539023914,0.004011826036890668,-0.1878964536783715,down,5.549534979306343
S100PBP,-0.48734986900720656,-0.48884887619589856,-0.0027657072454818914,-0.12957627743247413,down,5.5500093534275985
SF1,-0.3905446196996999,-0.38227445572557633,-0.003048958649644487,-0.14716153163186124,down,5.59294020212657
AGK,-0.4839548815970896,-0.5077914162038369,0.003162260010869494,-0.15275173819854113,down,5.594088991229834
RABEP1,-0.3109834686567571,-0.3085252772658614,0.002450283581953566,-0.11857948888257097,down,5.596761944878992
WDFY3,-0.45426618737970015,-0.43291904962936845,0.0036735740878955166,-0.17883453051479245,down,5.605297147080637
FOS,-0.4313189125421692,-0.4903603839372608,0.0036933525115328924,-0.18119681795293419,down,5.6164828428686056
CREB5,-0.34156592631243027,-0.36619925882465415,0.005494215238236139,-0.27854983142999434,down,5.663878202976441
CLK1,-0.3822934863013457,-0.38427604122971143,-0.002251047288021284,-0.11428176698492651,down,5.665855073804206
HDAC9,-0.4522931536635327,-0.4325801038572653,0.0034035752008760136,-0.173876420821541,down,5.6748675075364465
NT5C2,-0.5035440653371491,-0.5039563799962247,-0.003710483018753968,-0.19329800422597163,down,5.703075927307725
WLS,-0.44232505996521515,-0.43098966039621245,0.0021834318394947047,-0.11643557132014863,down,5.736790566827457
AAGAB,-0.4023234098523415,-0.4038240761589487,0.0019895367685246546,-0.10711773030677398,down,5.7506209252869285
PHTF2,-0.48624944389395247,-0.48444140816981535,-0.006804755412286656,-0.3689874186373552,down,5.760884508388869
TAB2,-0.37191081692172345,-0.360878742418277,0.002089060088015418,-0.11481275733580508,down,5.780285155200632
THAP4,-0.26428534959567956,-0.303911792101445,0.002002450744956279,-0.11293972225347534,down,5.81764242171841
ETFA,-0.34486747953228686,-0.3655907319873914,-0.0021044674445225998,-0.12077544913008438,down,5.842728215739746
PPP1R12B,-0.415481138933693,-0.4327195796382361,0.0030756425642102844,-0.17753249397396462,down,5.851051446429593
NDFIP2,-0.5203647068167596,-0.5631380838588074,0.0049865192779848565,-0.29509944983626735,down,5.887024293214806
DIP2B,-0.40393875970781373,-0.3874883579914799,0.0022761091634073663,-0.13505461817521805,down,5.8908294115094915
CDK6,-0.6581149019690463,-0.6623052705272193,-0.011201965617564726,-0.6779105757387855,down,5.919271167294964
ERBB4,-0.37973805457951765,-0.40558983779059465,-0.004073258989120531,-0.24780086005271693,down,5.926853836667745
PFN2,-0.4224662863854939,-0.43700386681179143,0.0022282097896752853,-0.13593865965818777,down,5.930926921719248
NDUFA11,-0.4018752314145604,-0.3861512908873407,-0.0021830184776843197,-0.1352578692395965,down,5.953244379833301
SLC44A1,-0.3116468394206336,-0.3948892112444077,0.0018889622617411638,-0.11747904352151103,down,5.958665735198845
GPD2,-0.3998635547839822,-0.40967717662121306,-0.002317383412127418,-0.14533167778828288,down,5.970708631202219
ACBD3,-0.3233109385119578,-0.3013654209348605,0.002039003246872162,-0.13311204018159975,down,6.028633188156251
AC004784.1,-0.4876598663475255,-0.49060833090581346,-0.0023611910795477854,-0.15847386298191496,down,6.068586310274628
KLHL29,-0.5495545333677151,-0.5562989959491393,-0.003572530748665223,-0.25045137666867157,down,6.131440302919121
LRRC1,-0.5920070553979713,-0.5960756745570244,-0.00465827764893095,-0.3324470946106104,down,6.1571843276509615
MTX3,-0.7758799281799367,-0.7262966032591806,-0.009013372481678184,-0.6438021263518524,down,6.158406519588691
LIMCH1,-0.5630984472275039,-0.5915691360102799,0.0055356133874931044,-0.3999312901394197,down,6.174865162751575
PARD3,-0.4110377388236362,-0.4592415418611187,-0.0016725671315737036,-0.12148453447989144,down,6.182564736555937
LRRFIP2,-0.6155731564612164,-0.6089390702257398,-0.003988786294702528,-0.2945694928838942,down,6.206514384130162
RNF145,-0.47178683656324466,-0.4934778040170429,0.0028708890865458735,-0.21245493579775093,down,6.209515456029735
DISC1FP1,-0.6858041128776947,-0.6704672913799913,0.010012743091651486,-0.752727007694794,down,6.232217561757236
CDK17,-0.4109561546797252,-0.4105344501691379,0.0015203155368592603,-0.11441386825100934,down,6.23374734168995
CAMTA1,-0.3488299793685354,-0.370967982740014,-0.0017677946608033912,-0.13343863988736052,down,6.238081971254582
DHX15,-0.4853814347773207,-0.4728257383170525,-0.0018976777365671054,-0.1544941417795382,down,6.347173308948962
CCDC137,-0.47009793996558336,-0.48926340815878067,0.0013169667469407592,-0.10862391356559177,down,6.365979018953455
FOXP2,-0.5369320392669465,-0.5429476083455135,-0.0025376314167542646,-0.22924733577644513,down,6.4972786199222154
PDE1C,-0.6311550346355357,-0.6185678058422407,-0.00620205583299448,-0.5765693857808937,down,6.5386039119408395
GAB2,-0.4839082942062262,-0.5042833233528187,-0.0019237783856289254,-0.18894606008962134,down,6.617888011669804
LARP6,-0.48736077866561256,-0.48199415519548694,-0.0012696148769972277,-0.1339815581818868,down,6.721499686667633
PALLD,-0.6613320074678201,-0.6562463835117797,-0.004730014240727442,-0.5362796432107422,down,6.824997153394656
EXOSC6,-0.5575114341656624,-0.5352626564620991,0.0019139622145016445,-0.2190801430073159,down,6.838752568614304
KLK11,-0.3619334635045038,-0.38738783404237337,0.0009526759578899499,-0.11043114289646509,down,6.8569457903962885
NEDD4L,-0.40543656150288065,-0.4215878108085811,-0.0008745039436074615,-0.10713409597015544,down,6.93673709280475
ENY2,-0.35158510095193035,-0.390279135936562,0.0017019623778239403,-0.21254985691523387,down,6.964458331205492
KCNT2,-0.34876997916606367,-0.3292006266283504,0.0011464848428514227,-0.17062518474013402,down,7.217469516012414
TMEM126B,-0.4304657388497458,-0.43194641223485214,0.0006168494226498233,-0.10135470378706453,down,7.360278969104237
ETNK1,-0.4034218224746437,-0.3684360191962981,-0.0006155447688066602,-0.1052997709072138,down,7.418422793977904
TBCK,-0.4173590477107965,-0.41158723046743456,-0.001193187150473021,-0.2355484704492806,down,7.6250598071960844
PRKACB,-0.28536330189657677,-0.3055793716226964,-0.0005135224230232674,-0.11152694363433421,down,7.762749302156279
AR,-0.35353659547171273,-0.4032726322333468,0.00038298065755280213,-0.1070841409101914,down,8.127257587754624
RDX,-0.39045028984086116,-0.39368038025124963,-0.0004862133806270873,-0.1541622759777812,down,8.308644463838176
POGZ,-0.43332905881919215,-0.43086736174579204,0.00040798886629172956,-0.1323087890056831,down,8.341163402105208
FBXL20,-0.40587793297580566,-0.41577564019606256,-0.0005228651664243148,-0.17083958780868996,down,8.351987646693132
SILC1,-0.5580812817449197,-0.5640779014043357,-0.0009463253982533299,-0.311023286114209,down,8.360470536649702
DDX46,-0.4992483333583573,-0.4887747089227624,-0.0005891674557062095,-0.19561657225936505,down,8.375135141151642
URI1,-0.3094157650590092,-0.3047970487241996,-0.00038544142063436353,-0.14047089326352424,down,8.509543891584908
LSM7,-0.6117217404564974,-0.6121334061401124,-0.0006655778346512369,-0.28325858093832995,down,8.733296556827673
MEGF9,-0.37237736128806703,-0.3973593621678109,0.0005817381287308252,-0.2484623702489616,down,8.738441790603451
HIBADH,-0.49341715533173097,-0.5280321364299738,-0.0006623811535786473,-0.2893498347502743,down,8.770937479743672
FAM83B,-0.4876181782817728,-0.47679914137954227,-0.0002578979381039702,-0.14926305952498917,down,9.17684120908035
HKDC1,-0.4834688502198524,-0.4762912755503761,-0.00037201070621904455,-0.26505789005803926,down,9.476747629321645
SNHG5,-0.4162111935287502,-0.4423327054193533,-0.0002228498401230016,-0.1874780332478518,down,9.71643392403998
LYPD6B,-0.5240325194011046,-0.5644999046973087,0.0003012168307375199,-0.2824469637603913,down,9.872961892749377
CSTF3,-0.393595425472217,-0.3883632533608896,0.0001272720548972613,-0.13341497484619272,down,10.033789210428646
CHRM3,-0.3073663299679124,-0.3026996146708366,0.00010347846138918908,-0.12981857636705807,down,10.292950616964285
NT5DC2,-0.540783703076875,-0.5521239178381948,6.632812720594189e-05,-0.15000472352498684,down,11.143099518728258
