,magic_pearson_score,magic_spearman_score,magic_slope_0_to_0.75,magic_slope_0.75_to_1,direction,log2fc
CARD8,-0.42899820882840056,-0.44497153217437735,0.006917552985225014,-0.103125739535028,down,3.8979988657733484
TFRC,-0.7832355064384159,-0.7646066100935757,-0.0360323814189137,-0.5393243495393399,down,3.903787261147103
GAS5,-0.3027014272059716,-0.35178728389779856,0.01012067202310724,-0.15152366321070745,down,3.904166119923438
PYROXD1,-0.5085033703317754,-0.5316736608639692,0.022801541389058905,-0.3429518843724304,down,3.910802923384835
DACH1,-0.5213687148422527,-0.5272007457694943,0.01906765909700403,-0.2920608534915369,down,3.9370693563436685
AC114930.1,-0.6967714628149487,-0.6863892589924291,-0.012424389038208467,-0.1918577914401783,down,3.948790539701107
UPK3B,-0.42761365872456614,-0.4499598482762488,0.01004765724720851,-0.1551814759960961,down,3.9490252923179656
UBE2H,-0.29699909229017896,-0.3224023364431581,-0.006958439727114985,-0.10747451949124497,down,3.949086999381901
ZNF706,-0.33691923597304835,-0.3525802514672407,-0.011019072322222354,-0.17043900519090807,down,3.9511808600246194
AC089983.1,-0.599256987332923,-0.612983288622376,-0.010833399061802123,-0.16952133750219553,down,3.9679089998636377
AMPH,-0.5501856770884999,-0.5311826708677505,-0.008295335678759596,-0.13098437613780695,down,3.9809505642220437
AC053513.1,-0.4645740364014519,-0.4728128818506608,0.01299337237243788,-0.2054495643669808,down,3.982936441805478
RAPH1,-0.47021206795232956,-0.45128444898070247,0.019196873642431184,-0.3050499430712636,down,3.9901021801613195
UAP1,-0.3981612674049064,-0.39518496640004813,0.017713389449102654,-0.28289166614515887,down,3.9973374735810427
RALYL,-0.674108617693111,-0.6848662214505893,-0.013589869795461314,-0.22026671060719408,down,4.018647935012952
AL590652.1,-0.5805001304068153,-0.5851882480394353,-0.010340295026333109,-0.16885245899626358,down,4.0294139355343415
LINC02615,-0.4053606944427221,-0.4288907029842877,-0.018350530857175026,-0.29984674905836134,down,4.030331627083087
PTPRS,-0.45372228278024485,-0.46874055075233,-0.006323715649068952,-0.10464878978894644,down,4.0486393201977515
ZMYM4,-0.30322616756368964,-0.3038933866260677,0.011223448170691184,-0.18590864048009187,down,4.050005936821383
NPAS2,-0.5934377015645342,-0.6182257386910693,-0.006135063123208838,-0.10293358685750896,down,4.068491807257646
HLCS,-0.3787279808789594,-0.34972034097764926,0.009219316175576657,-0.1554754335110421,down,4.075883084014613
C2CD3,-0.7364921734715997,-0.7223923856241158,-0.012353632612027723,-0.20929341012423028,down,4.082519650312965
KHSRP,-0.4012012619610697,-0.3954921584861453,-0.007542119368428659,-0.12867931822924986,down,4.09266640312731
LARP1B,-0.4024253579257705,-0.4107399336960153,0.010081839004772756,-0.17335248539187215,down,4.103877794321251
AC010343.3,-0.52322354342023,-0.5508355966686086,0.00628012479088802,-0.10901393308126378,down,4.11757550069647
RHOJ,-0.3969704473866022,-0.3805011996346616,-0.00706236107751942,-0.12283428000955918,down,4.1204188434883
FTH1,-0.2975808649395374,-0.3840959522277223,-0.01631364573709822,-0.2878519671800955,down,4.141175938207049
